Season ;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA
2017;10.09.2017;Hertha;Werder Bremen;1;1;D;1;0;H;8;10;4;5;9;12;5;7;1;0;0;0;1,91;3,6;4;1,95;3,5;4
2017;10.09.2017;Schalke 04;Stuttgart;3;1;H;1;1;D;12;11;4;2;15;19;2;1;1;1;0;0;1,7;3,75;5;1,75;3,8;4,75
2017;15.09.2017;Hannover;Hamburg;2;0;H;0;0;D;17;12;4;3;17;16;4;7;1;0;0;0;1,95;3,5;4;1,95;3,5;4
2017;16.09.2017;Bayern Munich;Mainz;4;0;H;2;0;H;28;11;14;4;9;5;10;5;2;2;0;0;1,13;10;19;1,12;9,5;18,5
2017;16.09.2017;Ein Frankfurt;Augsburg;1;2;A;0;1;A;23;11;8;3;13;13;4;4;2;3;0;0;1,85;3,5;4,5;1,87;3,4;4,5
2017;16.09.2017;RB Leipzig;M'gladbach;2;2;D;2;1;H;10;10;3;3;13;12;3;2;1;1;1;0;1,67;3,8;5,5;1,65;4,1;5
2017;16.09.2017;Stuttgart;Wolfsburg;1;0;H;1;0;H;8;8;4;1;14;19;2;3;2;3;0;0;2,3;3,5;3;2,45;3,5;2,8
2017;16.09.2017;Werder Bremen;Schalke 04;1;2;A;1;1;D;16;11;2;4;15;17;6;5;2;2;0;0;2,8;3,5;2,5;2,7;3,4;2,6
2017;17.09.2017;Dortmund;FC Koln;5;0;H;2;0;H;22;6;8;2;11;12;8;5;0;3;0;0;1,22;6;13;1,26;5,75;12
2017;17.09.2017;Hoffenheim;Hertha;1;1;D;1;0;H;8;9;2;4;15;20;5;2;2;2;0;0;1,67;3,8;5,5;1,72;3,9;4,75
2017;17.09.2017;Leverkusen;Freiburg;4;0;H;3;0;H;22;4;9;1;4;13;5;4;0;2;0;0;1,45;4,5;7;1,45;4,6;7
2017;19.09.2017;Augsburg;RB Leipzig;1;0;H;1;0;H;11;14;4;3;15;17;3;2;2;2;0;0;3,5;3,5;2,1;3,5;3,5;2,1
2017;19.09.2017;M'gladbach;Stuttgart;2;0;H;0;0;D;9;11;3;4;9;8;4;1;0;1;0;0;1,7;3,8;5;1,65;3,9;5,25
2017;19.09.2017;Schalke 04;Bayern Munich;0;3;A;0;2;A;11;12;4;8;13;11;2;6;1;1;0;0;7;4,75;1,44;6,75;4,75;1,45
2017;19.09.2017;Wolfsburg;Werder Bremen;1;1;D;1;0;H;13;11;4;4;10;18;3;4;1;2;0;0;2,05;3,5;3,6;2;3,6;3,7
2017;20.09.2017;FC Koln;Ein Frankfurt;0;1;A;0;1;A;17;8;8;4;20;20;4;5;2;1;0;0;2,88;3,1;2,63;2,75;3,2;2,65
2017;20.09.2017;Freiburg;Hannover;1;1;D;0;0;D;23;14;5;3;17;19;5;3;2;4;0;0;2,8;3,25;2,6;2,7;3,2;2,7
2017;20.09.2017;Hamburg;Dortmund;0;3;A;0;1;A;6;17;2;7;15;14;4;3;3;0;0;0;7;4,75;1,44;7,25;5;1,4
2017;20.09.2017;Hertha;Leverkusen;2;1;H;2;0;H;5;12;3;5;12;25;3;6;1;2;0;0;3,3;3,4;2,2;3,2;3,4;2,25
2017;20.09.2017;Mainz;Hoffenheim;2;3;A;2;2;D;20;18;6;6;9;13;5;11;3;3;0;0;2,7;3,4;2,6;2,65;3,5;2,6
2017;22.09.2017;Bayern Munich;Wolfsburg;2;2;D;2;0;H;19;8;3;3;9;11;7;3;1;2;0;0;1,14;8,5;19;1,14;9;17
2017;23.09.2017;Dortmund;M'gladbach;6;1;H;3;0;H;18;8;9;5;2;6;7;0;0;1;0;0;1,44;4,75;7;1,42;4,75;7,25
2017;23.09.2017;Hoffenheim;Schalke 04;2;0;H;1;0;H;12;17;6;3;16;15;0;5;3;2;0;0;2,2;3,5;3,25;2,2;3,5;3,2
2017;23.09.2017;Mainz;Hertha;1;0;H;0;0;D;8;4;3;1;22;22;4;1;3;3;0;1;2,2;3,3;3,4;2,2;3,3;3,4
2017;23.09.2017;RB Leipzig;Ein Frankfurt;2;1;H;1;0;H;17;9;5;3;9;16;2;4;1;2;0;0;1,7;3,8;5;1,65;4;5,25
2017;23.09.2017;Stuttgart;Augsburg;0;0;D;0;0;D;15;9;2;2;7;14;5;3;1;2;0;0;2,1;3,4;3,6;2,1;3,5;3,5
2017;23.09.2017;Werder Bremen;Freiburg;0;0;D;0;0;D;17;13;6;6;15;9;4;5;2;1;0;0;1,7;4;4,75;1,72;3,9;4,75
2017;24.09.2017;Hannover;FC Koln;0;0;D;0;0;D;14;6;1;1;17;17;6;7;4;2;0;0;1,95;3,6;3,8;1,95;3,5;4
2017;24.09.2017;Leverkusen;Hamburg;3;0;H;2;0;H;17;12;6;2;17;18;6;3;2;2;0;0;1,36;5;8,5;1,4;4,75;8
2017;29.09.2017;Schalke 04;Leverkusen;1;1;D;1;0;H;14;10;5;6;19;16;7;4;2;3;0;0;2,3;3,4;3,1;2,4;3,4;2,95
2017;30.09.2017;Augsburg;Dortmund;1;2;A;1;2;A;10;14;5;8;23;12;5;5;4;1;0;0;7,5;4,5;1,44;7,25;4,6;1,4
2017;30.09.2017;Ein Frankfurt;Stuttgart;2;1;H;1;0;H;10;13;6;5;10;17;3;6;1;1;1;0;1,95;3,5;4;1,87;3,6;3,9
2017;30.09.2017;Hamburg;Werder Bremen;0;0;D;0;0;D;17;8;6;3;13;27;6;7;1;3;0;0;2,7;3,2;2,75;2,5;3,4;2,65
2017;30.09.2017;M'gladbach;Hannover;2;1;H;0;0;D;23;15;8;2;12;13;8;7;1;1;0;0;1,73;3,6;5,25;1,72;3,7;4,6
2017;30.09.2017;Wolfsburg;Mainz;1;1;D;0;0;D;6;10;2;3;7;13;5;6;4;4;1;0;2,1;3,4;3,6;2;3,4;3,6
2017;01.10.2017;FC Koln;RB Leipzig;1;2;A;0;1;A;16;23;6;10;9;13;9;7;0;2;0;0;3,8;3,5;2;3,6;3,4;2
2017;01.10.2017;Freiburg;Hoffenheim;3;2;H;2;1;H;15;15;6;6;13;17;9;7;2;3;0;0;3,6;3,5;2,05;3,5;3,5;2
2017;01.10.2017;Hertha;Bayern Munich;2;2;D;0;1;A;10;15;5;5;14;11;1;9;0;2;0;0;8,5;5;1,36;8,75;4,75;1,34
2017;13.10.2017;Stuttgart;FC Koln;2;1;H;1;0;H;22;17;7;3;12;13;5;4;2;3;0;0;1,83;3,6;4,33;1,9;3,6;4,1
2017;14.10.2017;Bayern Munich;Freiburg;5;0;H;2;0;H;22;6;10;2;5;7;9;1;0;0;0;0;1,08;13;21;1,07;12,5;26
2017;14.10.2017;Dortmund;RB Leipzig;2;3;A;1;2;A;15;7;8;6;16;19;3;2;2;5;1;1;1,5;4,5;6,5;1,5;4,5;6,25
2017;14.10.2017;Hannover;Ein Frankfurt;1;2;A;1;1;D;10;12;2;4;15;16;6;5;3;3;0;0;2,38;3,2;3,1;2,4;3,2;3,1
2017;14.10.2017;Hertha;Schalke 04;0;2;A;0;0;D;2;10;0;6;12;20;1;5;1;2;1;0;2,5;3,3;2,9;2,65;3,2;2,8
2017;14.10.2017;Hoffenheim;Augsburg;2;2;D;0;0;D;22;13;7;5;5;11;6;3;1;0;0;0;1,8;3,75;4,5;1,8;3,7;4,5
2017;14.10.2017;Mainz;Hamburg;3;2;H;1;1;D;14;9;4;2;14;17;4;2;1;1;0;0;1,7;3,75;5,25;1,72;3,6;5,25
2017;15.10.2017;Leverkusen;Wolfsburg;2;2;D;1;1;D;17;11;10;4;16;13;11;2;2;2;0;0;1,53;4,33;6;1,53;4,33;6
2017;15.10.2017;Werder Bremen;M'gladbach;0;2;A;0;2;A;18;16;5;8;11;10;5;5;1;0;0;0;2,63;3,5;2,6;2,7;3,5;2,55
2017;20.10.2017;Schalke 04;Mainz;2;0;H;1;0;H;14;4;5;2;17;15;5;1;3;0;0;0;1,8;3,7;4,5;1,78;3,6;4,75
2017;21.10.2017;Augsburg;Hannover;1;2;A;1;0;H;15;11;5;6;11;9;11;2;1;2;0;0;2,04;3,5;3,6;2,05;3,4;3,7
2017;21.10.2017;Ein Frankfurt;Dortmund;2;2;D;0;1;A;14;20;7;7;14;10;4;4;2;3;0;0;5;3,75;1,72;5,25;3,8;1,67
2017;21.10.2017;Hamburg;Bayern Munich;0;1;A;0;0;D;7;21;3;4;9;9;7;7;1;2;1;0;19;7;1,16;15,5;8;1,16
2017;21.10.2017;M'gladbach;Leverkusen;1;5;A;1;0;H;19;13;3;6;12;11;4;4;3;0;0;0;2,45;3,39;2,87;2,5;3,4;2,8
2017;21.10.2017;RB Leipzig;Stuttgart;1;0;H;1;0;H;15;11;3;2;10;18;3;5;0;1;0;0;1,53;4;7;1,48;4,5;6,5
2017;22.10.2017;FC Koln;Werder Bremen;0;0;D;0;0;D;18;13;8;2;16;20;3;6;3;3;0;0;2,39;3,29;3;2,35;3,5;2,95
2017;22.10.2017;Freiburg;Hertha;1;1;D;0;0;D;20;11;8;3;20;15;6;1;4;3;0;0;2,54;3,29;2,79;2,75;3,3;2,6
2017;22.10.2017;Wolfsburg;Hoffenheim;1;1;D;0;0;D;14;14;6;5;12;24;8;4;1;3;0;0;2,5;3,39;2,79;2,5;3,4;2,8
2017;27.10.2017;Mainz;Ein Frankfurt;1;1;D;0;1;A;7;8;3;3;15;21;5;5;0;2;0;0;2,79;3,2;2,54;2,7;3,4;2,6
2017;28.10.2017;Bayern Munich;RB Leipzig;2;0;H;2;0;H;23;3;7;1;7;9;11;1;1;0;0;1;1,33;5,5;8,5;1,35;5,5;7,75
2017;28.10.2017;Hannover;Dortmund;4;2;H;2;1;H;13;10;7;4;17;9;5;6;2;0;0;1;5,5;4,2;1,57;5,75;4,2;1,57
2017;28.10.2017;Hertha;Hamburg;2;1;H;1;0;H;8;12;3;4;14;13;9;11;0;0;0;0;1,9;3,39;4,33;1,85;3,4;4,25
2017;28.10.2017;Hoffenheim;M'gladbach;1;3;A;1;0;H;16;16;5;6;14;13;5;5;2;1;0;0;2,04;3,6;3,5;2,05;3,7;3,4
2017;28.10.2017;Leverkusen;FC Koln;2;1;H;0;1;A;17;9;5;2;14;13;8;10;3;2;0;0;1,33;5,25;9;1,36;5,25;8
2017;28.10.2017;Schalke 04;Wolfsburg;1;1;D;1;0;H;14;7;7;2;18;12;4;2;0;0;0;0;1,75;3,6;5;1,78;3,7;4,6
2017;29.10.2017;Stuttgart;Freiburg;3;0;H;2;0;H;18;6;6;0;13;10;6;0;3;0;0;1;1,83;3,5;4,5;1,75;3,75;4,75
2017;29.10.2017;Werder Bremen;Augsburg;0;3;A;0;2;A;16;18;3;6;15;11;7;3;2;0;0;0;2,29;3,29;3,2;2,4;3,5;2,9
2017;03.11.2017;Ein Frankfurt;Werder Bremen;2;1;H;1;1;D;16;13;5;7;11;13;7;8;0;0;0;0;1,75;3,75;4,75;1,78;3,75;4,5
2017;04.11.2017;Augsburg;Leverkusen;1;1;D;0;0;D;14;11;4;3;13;15;6;3;3;2;0;0;3,5;3,6;2,04;3,5;3,6;2,05
2017;04.11.2017;Dortmund;Bayern Munich;1;3;A;0;2;A;15;10;4;5;12;16;4;3;2;2;0;0;3,29;3,79;2,04;3,4;3,8;2,05
2017;04.11.2017;Freiburg;Schalke 04;0;1;A;0;0;D;13;8;2;3;14;12;6;1;1;1;0;0;3,79;3,29;2,04;3,6;3,5;2,05
2017;04.11.2017;Hamburg;Stuttgart;3;1;H;1;0;H;21;3;12;2;14;10;11;3;2;2;0;1;2,45;3,39;2,87;2,35;3,4;3
2017;04.11.2017;M'gladbach;Mainz;1;1;D;0;1;A;10;20;3;7;5;14;9;9;1;0;0;0;1,61;4;5,5;1,65;4;5,25
2017;04.11.2017;RB Leipzig;Hannover;2;1;H;0;0;D;18;12;6;4;11;16;2;3;1;4;0;0;1,44;4,5;7,5;1,45;4,5;7
2017;05.11.2017;FC Koln;Hoffenheim;0;3;A;0;1;A;12;22;4;8;17;14;7;6;0;0;0;0;2,87;3,39;2,45;2,85;3,6;2,35
2017;05.11.2017;Wolfsburg;Hertha;3;3;D;2;1;H;20;10;8;6;14;19;4;2;1;1;0;0;2;3,39;4;2,05;3,4;3,8
2017;17.11.2017;Stuttgart;Dortmund;2;1;H;1;1;D;9;13;4;7;16;12;5;4;2;0;0;0;4,2;3,89;1,8;4,2;3,9;1,8
2017;18.11.2017;Bayern Munich;Augsburg;3;0;H;2;0;H;16;8;6;3;13;16;6;3;0;3;0;0;1,16;8;15;1,14;8,5;18
2017;18.11.2017;Hertha;M'gladbach;2;4;A;1;3;A;16;8;8;5;15;12;8;2;2;1;0;0;2,89;3,25;2,5;2,95;3,4;2,4
2017;18.11.2017;Hoffenheim;Ein Frankfurt;1;1;D;0;1;A;13;5;6;3;14;19;4;3;0;2;0;0;2,2;3,39;3,39;2,15;3,6;3,25
2017;18.11.2017;Leverkusen;RB Leipzig;2;2;D;1;1;D;13;12;3;3;14;13;2;1;5;2;1;0;2,29;3,5;3;2,25;3,5;3,1
2017;18.11.2017;Mainz;FC Koln;1;0;H;1;0;H;12;11;3;0;12;15;0;3;0;2;1;0;2,04;3,39;3,79;2;3,5;3,8
2017;18.11.2017;Wolfsburg;Freiburg;3;1;H;2;0;H;15;12;7;7;8;8;1;3;1;2;0;0;1,61;3,75;6;1,6;4;5,75
2017;19.11.2017;Schalke 04;Hamburg;2;0;H;1;0;H;12;7;4;1;16;19;7;6;3;3;0;0;1,57;3,79;6,5;1,57;4;6,25
2017;19.11.2017;Werder Bremen;Hannover;4;0;H;1;0;H;16;13;7;7;14;16;3;2;0;1;0;0;2,2;3,39;3,29;2,25;3,3;3,3
2017;24.11.2017;Hannover;Stuttgart;1;1;D;0;1;A;15;13;4;4;14;16;4;5;1;5;0;0;2,29;3,39;3,1;2,4;3,4;2,95
2017;25.11.2017;Augsburg;Wolfsburg;2;1;H;0;1;A;23;4;8;3;7;12;6;1;1;2;0;1;2,37;3,29;3,1;2,35;3,3;3,1
2017;25.11.2017;Dortmund;Schalke 04;4;4;D;4;0;H;11;12;6;7;17;19;3;5;5;5;1;0;1,72;4,2;4,33;1,78;4,1;4,1
2017;25.11.2017;Ein Frankfurt;Leverkusen;0;1;A;0;0;D;12;13;3;4;18;14;9;2;4;3;0;0;2,62;3,5;2,62;2,65;3,6;2,55
2017;25.11.2017;Freiburg;Mainz;2;1;H;0;0;D;15;17;5;5;16;15;2;5;3;2;0;0;2,75;3,29;2,6;2,7;3,4;2,6
2017;25.11.2017;M'gladbach;Bayern Munich;2;1;H;2;0;H;6;21;2;7;12;9;2;5;1;1;0;0;5,75;4,75;1,5;5,75;4,5;1,53
2017;25.11.2017;RB Leipzig;Werder Bremen;2;0;H;1;0;H;14;9;6;3;9;10;8;8;0;1;0;0;1,5;4,33;6,5;1,5;4,6;6
2017;26.11.2017;FC Koln;Hertha;0;2;A;0;1;A;15;10;2;7;15;8;3;4;2;0;0;0;2,5;3,2;3;2,5;3,2;2,95
2017;26.11.2017;Hamburg;Hoffenheim;3;0;H;1;0;H;18;13;7;2;16;23;7;8;0;3;0;0;2,79;3,39;2,5;2,85;3,4;2,45
2017;01.12.2017;Freiburg;Hamburg;0;0;D;0;0;D;20;10;2;3;13;19;7;5;2;3;0;0;2,5;3,25;2,89;2,5;3,2;2,95
2017;02.12.2017;Bayern Munich;Hannover;3;1;H;1;1;D;29;8;12;4;12;8;9;3;2;2;0;0;1,14;9;17;1,14;8;21
2017;02.12.2017;Hoffenheim;RB Leipzig;4;0;H;1;0;H;10;11;8;5;14;10;0;7;2;0;0;0;3,29;3,6;2,1;3,1;3,6;2,2
2017;02.12.2017;Leverkusen;Dortmund;1;1;D;1;0;H;15;9;9;3;8;19;7;4;1;3;1;0;2,25;3,6;3;2,35;3,7;2,85
2017;02.12.2017;Mainz;Augsburg;1;3;A;0;2;A;16;10;5;4;17;13;4;3;4;1;0;0;2,6;3,25;2,79;2,45;3,4;2,85
2017;02.12.2017;Schalke 04;FC Koln;2;2;D;1;0;H;23;7;10;4;14;18;7;4;0;2;0;1;1,44;4,33;8;1,42;4,5;8,25
2017;02.12.2017;Werder Bremen;Stuttgart;1;0;H;1;0;H;15;12;6;4;13;17;5;8;2;1;0;0;2,29;3,39;3,1;2,3;3,4;3,1
2017;03.12.2017;Hertha;Ein Frankfurt;1;2;A;1;1;D;15;7;5;5;15;13;4;2;1;3;0;0;2,7;3,25;2,7;2,75;3,4;2,55
2017;03.12.2017;Wolfsburg;M'gladbach;3;0;H;2;0;H;13;16;6;9;7;15;6;5;0;2;0;0;2,62;3,39;2,62;2,6;3,5;2,65
2017;08.12.2017;Stuttgart;Leverkusen;0;2;A;0;1;A;9;18;5;4;12;12;8;5;1;1;0;0;3,2;3,5;2,25;3,25;3,5;2,2
2017;09.12.2017;Dortmund;Werder Bremen;1;2;A;0;1;A;11;9;5;4;8;6;4;2;0;0;0;0;1,39;5,25;7;1,42;5,25;6,5
2017;09.12.2017;Ein Frankfurt;Bayern Munich;0;1;A;0;1;A;12;6;3;1;16;12;5;5;2;3;0;0;7;4,75;1,44;7;4,75;1,44
2017;09.12.2017;Hamburg;Wolfsburg;0;0;D;0;0;D;12;3;3;0;15;12;6;2;2;2;0;0;2,5;3,29;2,87;2,5;3,3;2,85
2017;09.12.2017;M'gladbach;Schalke 04;1;1;D;1;0;H;13;13;5;6;12;7;8;10;1;2;0;0;2,25;3,39;3,2;2,2;3,5;3,25
2017;09.12.2017;RB Leipzig;Mainz;2;2;D;2;1;H;12;13;7;9;16;17;6;4;2;3;0;0;1,39;4,75;8;1,4;5;7,5
2017;10.12.2017;Augsburg;Hertha;1;1;D;0;0;D;15;8;3;4;11;9;11;3;2;2;0;0;1,95;3,29;4;1,9;3,6;4,1
2017;10.12.2017;FC Koln;Freiburg;3;4;A;3;1;H;6;25;3;11;20;14;4;9;3;3;0;0;2,25;3,25;3,2;2,2;3,4;3,3
2017;10.12.2017;Hannover;Hoffenheim;2;0;H;0;0;D;12;9;3;5;12;15;2;1;2;5;0;0;2,7;3,39;2,5;2,8;3,4;2,5
2017;12.12.2017;Freiburg;M'gladbach;1;0;H;1;0;H;24;5;5;3;7;12;5;3;0;2;0;0;3,39;3,39;2,14;3,4;3,6;2,1
2017;12.12.2017;Hamburg;Ein Frankfurt;1;2;A;1;2;A;21;10;6;6;6;26;9;3;0;4;0;0;2,6;3,2;2,79;2,65;3,25;2,75
2017;12.12.2017;Mainz;Dortmund;0;2;A;0;0;D;13;15;0;6;14;6;2;6;0;0;0;0;5;4;1,61;5;4,1;1,65
2017;12.12.2017;Wolfsburg;RB Leipzig;1;1;D;1;0;H;13;14;5;5;8;16;6;9;2;4;0;1;3;3,6;2,29;3;3,4;2,35
2017;13.12.2017;Bayern Munich;FC Koln;1;0;H;0;0;D;26;7;8;1;7;12;13;1;0;0;0;0;1,08;12;26;1,08;11,5;26
2017;13.12.2017;Hertha;Hannover;3;1;H;2;0;H;15;20;9;6;10;12;5;8;2;3;0;0;2;3,29;4;1,95;3,5;3,9
2017;13.12.2017;Hoffenheim;Stuttgart;1;0;H;0;0;D;11;9;3;3;12;15;0;3;1;1;0;0;1,9;3,6;4;1,83;3,7;4,25
2017;13.12.2017;Leverkusen;Werder Bremen;1;0;H;1;0;H;15;6;7;2;10;24;5;1;0;3;0;0;1,44;4,75;7;1,48;4,5;6,5
2017;13.12.2017;Schalke 04;Augsburg;3;2;H;1;0;H;8;15;5;7;11;17;2;3;3;2;0;0;1,83;3,6;4,5;1,83;3,6;4,5
2017;15.12.2017;M'gladbach;Hamburg;3;1;H;1;0;H;13;8;5;3;7;16;9;4;0;3;0;0;1,8;3,6;4,5;1,8;3,75;4,33
2017;16.12.2017;Augsburg;Freiburg;3;3;D;1;1;D;17;9;8;6;6;14;11;4;1;3;0;0;1,75;3,6;5;1,75;3,75;4,75
2017;16.12.2017;Dortmund;Hoffenheim;2;1;H;0;1;A;18;12;3;5;7;13;6;4;0;0;0;0;1,5;4,33;6,5;1,48;4,75;6
2017;16.12.2017;Ein Frankfurt;Schalke 04;2;2;D;1;0;H;6;15;2;5;21;20;4;6;4;2;0;0;2,5;3,1;3,1;2,55;3,25;2,85
2017;16.12.2017;FC Koln;Wolfsburg;1;0;H;0;0;D;18;8;7;5;8;13;5;4;2;1;0;0;3,6;3,5;2,04;3,6;3,5;2,05
2017;16.12.2017;Stuttgart;Bayern Munich;0;1;A;0;0;D;10;17;4;7;18;14;9;7;2;2;0;0;10;5;1,33;9,75;5;1,34
2017;16.12.2017;Werder Bremen;Mainz;2;2;D;2;0;H;14;9;7;3;13;22;8;5;2;3;0;0;1,95;3,5;4;1,91;3,6;4
2017;17.12.2017;Hannover;Leverkusen;4;4;D;3;2;H;18;20;7;10;9;16;6;5;0;1;0;0;4,33;3,79;1,8;4,33;3,6;1,85
2017;17.12.2017;RB Leipzig;Hertha;2;3;A;0;2;A;22;7;7;5;13;11;6;1;1;3;0;1;1,57;3,79;6;1,57;4,33;5,5
2017;12.01.2018;Leverkusen;Bayern Munich;1;3;A;0;1;A;12;16;1;6;11;11;6;6;2;2;0;0;4,2;3,79;1,83;4;3,9;1,85
2017;13.01.2018;Augsburg;Hamburg;1;0;H;1;0;H;15;9;5;6;5;12;6;4;1;1;0;0;1,95;3,39;4,2;1,95;3,4;4,1
2017;13.01.2018;Ein Frankfurt;Freiburg;1;1;D;1;0;H;15;2;4;1;14;18;9;2;0;0;0;0;1,85;3,5;4,5;1,83;3,6;4,4
2017;13.01.2018;Hannover;Mainz;3;2;H;2;2;D;25;11;9;5;13;16;8;8;0;2;0;0;2,2;3,39;3,29;2,15;3,4;3,4
2017;13.01.2018;RB Leipzig;Schalke 04;3;1;H;1;0;H;15;10;9;6;16;19;4;4;2;2;0;0;2,1;3,39;3,6;2,1;3,4;3,6
2017;13.01.2018;Stuttgart;Hertha;1;0;H;0;0;D;7;10;2;1;8;9;4;4;1;0;0;0;2,14;3,29;3,6;2,15;3,3;3,6
2017;13.01.2018;Werder Bremen;Hoffenheim;1;1;D;0;1;A;16;11;3;2;14;18;6;8;1;3;0;0;2,6;3,39;2,75;2,55;3,6;2,65
2017;14.01.2018;Dortmund;Wolfsburg;0;0;D;0;0;D;19;10;1;4;10;11;6;7;1;1;0;0;1,39;5;7,5;1,42;5;7
2017;14.01.2018;FC Koln;M'gladbach;2;1;H;1;0;H;11;16;3;6;17;14;3;3;2;3;0;0;3,29;3,5;2,14;3,25;3,5;2,2
2017;19.01.2018;Hertha;Dortmund;1;1;D;0;0;D;9;11;2;4;15;11;3;5;3;1;0;0;3,29;3,39;2,2;3,4;3,4;2,15
2017;20.01.2018;Freiburg;RB Leipzig;2;1;H;0;0;D;9;12;4;3;12;12;6;6;0;0;0;0;3,5;3,5;2,1;3,4;3,6;2,1
2017;20.01.2018;Hamburg;FC Koln;0;2;A;0;1;A;13;9;3;2;21;13;9;3;3;3;0;0;2,2;3,29;3,39;2,15;3,4;3,4
2017;20.01.2018;Hoffenheim;Leverkusen;1;4;A;0;1;A;13;13;3;6;18;16;4;1;2;1;0;0;2,87;3,6;2,37;2,9;3,5;2,4
2017;20.01.2018;Mainz;Stuttgart;3;2;H;1;1;D;21;8;12;5;9;8;7;3;2;4;0;0;2,6;3,2;2,87;2,5;3,3;2,9
2017;20.01.2018;M'gladbach;Augsburg;2;0;H;1;0;H;16;16;6;3;9;11;8;5;0;1;0;0;2,1;3,6;3,39;2,1;3,6;3,4
2017;20.01.2018;Wolfsburg;Ein Frankfurt;1;3;A;0;2;A;13;18;4;6;12;19;4;3;4;2;1;0;2,2;3,2;3,6;2,15;3,4;3,4
2017;21.01.2018;Bayern Munich;Werder Bremen;4;2;H;1;1;D;15;10;7;4;7;20;4;7;0;2;0;0;1,12;10;17;1,13;9,5;17
2017;21.01.2018;Schalke 04;Hannover;1;1;D;1;0;H;5;11;2;4;19;13;1;2;2;1;0;0;1,57;3,79;6,5;1,53;4,2;6,25
2017;26.01.2018;Ein Frankfurt;M'gladbach;2;0;H;1;0;H;9;14;2;2;14;14;4;4;5;2;0;0;2,45;3,39;2,89;2,45;3,4;2,9
2017;27.01.2018;Bayern Munich;Hoffenheim;5;2;H;2;2;D;22;6;11;4;8;19;3;4;0;2;0;0;1,19;7;13;1,19;7,5;13
2017;27.01.2018;Dortmund;Freiburg;2;2;D;1;1;D;12;4;4;3;11;12;5;2;1;0;0;0;1,39;5;7,5;1,4;5;7,25
2017;27.01.2018;FC Koln;Augsburg;1;1;D;1;0;H;12;11;5;3;12;16;6;6;3;3;0;0;2,79;3,25;2,6;2,75;3,3;2,6
2017;27.01.2018;RB Leipzig;Hamburg;1;1;D;1;1;D;14;8;5;2;14;19;3;3;0;2;0;0;1,5;4,2;7;1,48;4,4;6,75
2017;27.01.2018;Stuttgart;Schalke 04;0;2;A;0;2;A;11;18;2;7;15;11;4;6;2;1;0;0;2,89;3,25;2,5;2,85;3,3;2,5
2017;27.01.2018;Werder Bremen;Hertha;0;0;D;0;0;D;18;5;7;2;13;20;2;2;3;2;0;0;2,2;3,39;3,29;2,2;3,4;3,3
2017;28.01.2018;Hannover;Wolfsburg;0;1;A;0;0;D;15;7;3;2;15;15;7;0;2;3;0;0;2,29;3,39;3,1;2,3;3,3;3,2
2017;28.01.2018;Leverkusen;Mainz;2;0;H;0;0;D;12;4;3;1;10;14;13;0;1;2;0;0;1,39;5;7,5;1,4;4,75;8
2017;02.02.2018;FC Koln;Dortmund;2;3;A;0;1;A;16;17;5;7;13;16;5;2;2;1;0;0;5;3,79;1,7;4,75;3,9;1,72
2017;03.02.2018;Freiburg;Leverkusen;0;0;D;0;0;D;11;15;5;3;19;11;2;4;7;1;0;0;4;3,79;1,85;4,2;3,6;1,87
2017;03.02.2018;Hertha;Hoffenheim;1;1;D;0;1;A;6;17;3;4;13;13;0;5;0;2;0;0;2,62;3,29;2,75;2,6;3,5;2,65
2017;03.02.2018;Mainz;Bayern Munich;0;2;A;0;2;A;16;13;4;6;10;15;3;5;0;3;0;0;10;5,25;1,3;10;5,5;1,3
2017;03.02.2018;M'gladbach;RB Leipzig;0;1;A;0;0;D;10;16;3;6;13;10;1;7;2;2;0;0;2,5;3,39;2,79;2,45;3,5;2,8
2017;03.02.2018;Schalke 04;Werder Bremen;1;2;A;1;0;H;15;12;6;7;15;16;3;2;3;1;1;0;1,75;3,79;4,75;1,75;3,8;4,6
2017;03.02.2018;Wolfsburg;Stuttgart;1;1;D;1;0;H;15;13;5;2;12;10;3;6;0;2;0;0;2,25;3,29;3,29;2,25;3,4;3,25
2017;04.02.2018;Augsburg;Ein Frankfurt;3;0;H;1;0;H;15;8;7;2;12;11;1;2;1;1;0;0;2,35;3,29;3,1;2,35;3,2;3,2
2017;04.02.2018;Hamburg;Hannover;1;1;D;0;1;A;16;14;3;7;14;18;8;3;2;1;1;0;2,25;3,29;3,29;2,2;3,4;3,3
2017;09.02.2018;RB Leipzig;Augsburg;2;0;H;1;0;H;23;12;9;2;12;17;6;7;0;2;0;0;1,7;3,79;5;1,72;3,6;4,75
2017;10.02.2018;Bayern Munich;Schalke 04;2;1;H;2;1;H;13;9;5;3;15;15;4;3;2;2;0;0;1,28;6;9,5;1,28;5,25;10,5
2017;10.02.2018;Dortmund;Hamburg;2;0;H;0;0;D;10;8;3;2;13;12;2;4;0;1;0;0;1,33;5,25;9;1,34;5;8
2017;10.02.2018;Ein Frankfurt;FC Koln;4;2;H;1;0;H;13;8;8;4;19;18;4;1;2;1;0;0;1,9;3,5;4,2;1,8;3,5;4,4
